mng_item	LJ_rank	Swadesh100	Swadesh200	ura100	ura149	concept	language	lgid3	item	item_IPA	form_set	cogn_set	borr_source	borr_qual	ETYm_notes	ref_borr	glossing_notes	general_notes	ref_abbr	age_term_pq (BCE/CE)	age_term_aq (BCE/CE)
89	88	0	1	-	1	tie / sitoa	Skolt Saami	107	čõõnnâd		2	b	Indo-Iranian_or_Indo-European	possible	 Holopainen: other IE source thatn Indo-ir possible. Koivulehto 1991 (pre) Baltic origin possible, but 1999 presents only Indo-Ir possibility	Koivulehto 1999, Sammallahti 1998, Sammallahti 2001, Holopainen 2018, Holopainen 2019.			SKosSk		
89	88	0	1	-	1	tie / sitoa	Kildin Saami	108	kōrre		12	l			From PFS *kura-				WOLD		
89	88	0	1	-	1	tie / sitoa	Standard Finnish	203	sitoa		1	a	Indo-Iranian_or_Indo-European	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017, Holopainen 2019.			-		
89	88	0	1	-	1	tie / sitoa	Karelian Proper	204	situo		1	a	Indo-Iranian_or_Indo-European	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017, Holopainen 2019.			KKSV		
89	88	0	1	-	1	tie / sitoa	Veps	207	sidoda		1	a	Indo-Iranian_or_Indo-European	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017, Holopainen 2019.			VVS		
89	88	0	1	-	1	tie / sitoa	Ingrian	208	sit̆tōa		1	a	Indo-Iranian_or_Indo-European	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017, Holopainen 2019.			InkmSk		
89	88	0	1	-	1	tie / sitoa	Western Votic	209	sitoma		1	a	Indo-Iranian_or_Indo-European	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017, Holopainen 2019.			VKJMS		
89	88	0	1	-	1	tie / sitoa	Standard Estonian	210	siduda		1	a	Indo-Iranian_or_Indo-European	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017, Holopainen 2019.			SVSk		
89	88	0	1	-	1	tie / sitoa	Võro South Estonian	211	köütmä		11	k			Deriv. from "köüdsʹ" 'rope'				VESr		
89	88	0	1	-	1	tie / sitoa	Courland Livonian	212	siʾddə		1	a	Indo-Iranian	possible	Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017.			LivWb		
89	88	0	1	-	1	tie / sitoa	Erzya	301	sodoms		1	a	Indo-Iranian	possible	Unclear if Mordvin belongs to Finnic. Equivalents in Baltic-Finnic and Mordwin. Possibly Mari šüdöš ´vanne, seppele' IE loan origin of *si has been proposed. *sito- type of stem probably just an Uralic derivation? Koivulehto Indo-ir	SSA, NES, UEW, Koivulehto 1999, Holopainen et al 2017.			MordWb		
89	88	0	1	-	1	tie / sitoa	Meadow Mari	401	piδam		3	c	Indo-Iranian_or_Iranian	possible	Not connected to PFU *pitä- according to UEW; however, semantically valid as well as phonetically	Holopainen 2019			SMSk, TscherWb		
89	88	0	1	-	1	tie / sitoa	Komi-Zyrian	501	ke̮rtavni̮		4	d	U		Not cognates with saamic 'to tie' *kert(t)e-  / *kure- From   ke̮r- 'falten in Falten legen, in Falten nähen'  / From PFU *kärV- 'tie' Aikio 2002: U IE origin proposed Aikio: only inari saami borrowed	KESK, UEW, Aikio 2002,  Koivulehto			SyrjWsch		
89	88	0	1	-	1	tie / sitoa	Komi-Permyak	503	ke̮rtavni̮		4	d	U		Not cognates with saamic 'to tie' *kert(t)e-  / *kure- From   ke̮r- 'falten in Falten legen, in Falten nähen'  / From PFU *kärV- 'tie' Aikio 2002: U IE origin proposed Aikio: only inari saami borrowed	KESK, UEW, Aikio 2002,  Koivulehto			KoPRSl		
89	88	0	1	-	1	tie / sitoa	Udmurt	504	kertti̮ni̮		4	d	U		Not cognates with saamic 'to tie' *kert(t)e-  / *kure- From   ke̮r- 'falten in Falten legen, in Falten nähen'  / From PFU *kärV- 'tie' Aikio 2002: U IE origin proposed Aikio: only inari saami borrowed	KESK, UEW, Aikio 2002,  Koivulehto			WotjWsch		
89	88	0	1	-	1	tie / sitoa	Udmurt	504	dumi̮ni̮		5	e	Indo-Iranian	clear	Holopainen 2019: borrowed to Pre-Permic, KESK: Komi equivalent 'suitset'	Holopainen 2019, Joki 1973, Rédei 1986, Csúcs 2005, KESK			WotjWsch		
89	88	0	1	-	1	tie / sitoa	Hungarian	601	köt		6	f	FU		*kitke- (kütke-)    from kütki 'tie'	 Zaizc2006, Tesz, UEW			FMSz		
89	88	0	1	-	1	tie / sitoa	Sosva Mansi	701	nēɣi		7	g							WogWb		
89	88	0	1	-	1	tie / sitoa	Vakh-Vasyugan Khanty	807	jö̆r-		8	h							DEWbOstj		
89	88	0	1	-	1	tie / sitoa	Vakh-Vasyugan Khanty	807	pŏń-		10	j	FU		From PFU *puńa- 'wind (v.), wrap'	DEWOS			DEWbOstj		
89	88	0	1	-	1	tie / sitoa	Tundra Nenets	902	syarə°		9	i	Samoyedic			Janhunen 1977			JurSWb		
89	88	0	1	-	1	tie / sitoa	Selkup	907	sārə-		9	i	Samoyedic			Janhunen 1977			SölkWb		
90	89	1	1	-	-	see / nähdä	Proto-Uralic*	0	[Not reconstructable]		?	?						UEW: PU *wȣjV- ?; however, in Ug and Sd only	UEW, Sam88		
90	89	1	1	-	-	see / nähdä	South Saami	101	vuejnedh		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.			NSsNdb		ca 500 BCE
90	89	1	1	-	-	see / nähdä	Ume Saami	102	vüeidˈneet		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.			WbWlap		ca 500 BCE
90	89	1	1	-	-	see / nähdä	Pite Saami	104	vuäjdnet		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.					ca 500 BCE
90	89	1	1	-	-	see / nähdä	North Saami	105	oaidnit		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.			SSSg		ca 500 BCE
90	89	1	1	-	-	see / nähdä	Inari Saami	106	oai'niđ		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.			InsSSk		ca 500 BCE
90	89	1	1	-	-	see / nähdä	Skolt Saami	107	vueiʹnned		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.			SKosSk		ca 500 BCE
90	89	1	1	-	-	see / nähdä	Kildin Saami	108	ujjne		2	b	Indo-Iranian_or_Iranian	possible	Holopainen 2018: Indo-Ir etymology credible. Proto-Indo-Ir *vaina- > Pre-Saami *wojna- > *ojna- > oaidni	Koivulehto 2001, Holopainen 2018, Holopainen 2019.			WOLD		ca 500 BCE
90	89	1	1	-	-	see / nähdä	Standard Finnish	203	nähdä		1	a	FU		*näke-	SSA, NES, UEW, EES			-		
90	89	1	1	-	-	see / nähdä	Karelian Proper	204	nähä		1	a	FU		*näke-	SSA, NES, UEW, EES			KKSV		
90	89	1	1	-	-	see / nähdä	Veps	207	ńähta		1	a	FU		*näke-	SSA, NES, UEW, EES			VVS		
90	89	1	1	-	-	see / nähdä	Ingrian	208	nähhä		1	a	FU		*näke-	SSA, NES, UEW, EES			InkmSk		
90	89	1	1	-	-	see / nähdä	Western Votic	209	nätšemä		1	a	FU		*näke-	SSA, NES, UEW, EES			VKJMS		
90	89	1	1	-	-	see / nähdä	Standard Estonian	210	näha		1	a	FU		*näke-	SSA, NES, UEW, EES			SVSk		
90	89	1	1	-	-	see / nähdä	Võro South Estonian	211	nägemä		1	a	FU		*näke-	SSA, NES, UEW, EES			VESr		
90	89	1	1	-	-	see / nähdä	Courland Livonian	212	nǣʾdə		1	a	FU		*näke-	SSA, NES, UEW, EES			LivWb		
90	89	1	1	-	-	see / nähdä	Erzya	301	ńejems		1	a	FU		*näke-	SSA, NES, UEW, EES			MordWb		
90	89	1	1	-	-	see / nähdä	Meadow Mari	401	užam		3	c	PFV		Unclear	Bereczki2013, UEW 			SMSk, TscherWb		
90	89	1	1	-	-	see / nähdä	Komi-Zyrian	501	aʒ́ʒ́i̮ni̮		5	e	PFV		Equivalent in Mari 	KESK			SyrjWsch		
90	89	1	1	-	-	see / nähdä	Komi-Permyak	503	aʒ́ʒ́i̮ni̮		5	e	PFV		Equivalent in Mari 	KESK			KoPRSl		
90	89	1	1	-	-	see / nähdä	Komi-Permyak	503	viʒ́e̮tni̮		9	i	FU			KESK			KoPRSl		
90	89	1	1	-	-	see / nähdä	Udmurt	504	aʒ́ʒ́i̮ni̮		5	e	PFV		Equivalent in Mari 	KESK			WotjWsch		
90	89	1	1	-	-	see / nähdä	Hungarian	601	lát		6	f	U		Possible. No clear equivalents in other U languages. *lȣttɜ- Unclear if connection between hung and Samoyedic	Kulonen1993, Zaizc2006,Tesz,  UEW			FMSz		
90	89	1	1	-	-	see / nähdä	Sosva Mansi	701	wāɣ		7	g	U			UEW (uralonet), DEWOS			WogWb		
90	89	1	1	-	-	see / nähdä	Vakh-Vasyugan Khanty	807	wu-		7	g	U			UEW (uralonet), DEWOS			DEWbOstj		
90	89	1	1	-	-	see / nähdä	Tundra Nenets	902	mənecy°		8	h	Samoyedic			Janhunen 1977			JurSWb		
90	89	1	1	-	-	see / nähdä	Selkup	907	mančə-		8	h	Samoyedic			Janhunen 1978			SölkWb		
91	89	0	0	-	-	sweet / makea	Proto-Uralic*	0	[Not reconstructable]		?	?							UEW, Sam88		
91	89	0	0	-	-	sweet / makea	South Saami	101	sieties		12	l	Scandinavian	clear					NSsNdb		
91	89	0	0	-	-	sweet / makea	Ume Saami	102	njaalgee, njaalgès		2	b	U		verbal adjective from *näxli- > nälkä	Aikio 2002, Mikko	'Tasty', also 'sweet'?	Derivs.	WbWlap		
91	89	0	0	-	-	sweet / makea	Pite Saami	104	njálga		2	b	U		verbal adjective from *näxli- > nälkä	Aikio 2002, Mikko					
91	89	0	0	-	-	sweet / makea	North Saami	105	njálggis		2	b	U		verbal adjective from *näxli- > nälkä	Aikio 2002, Mikko			SSSg		
91	89	0	0	-	-	sweet / makea	Inari Saami	106	njäälgis		2	b	U		verbal adjective from *näxli- > nälkä	Aikio 2002, Mikko			InsSSk		
91	89	0	0	-	-	sweet / makea	Skolt Saami	107	njääʹljes		2	b	U		verbal adjective from *näxli- > nälkä	Aikio 2002, Mikko			SKosSk		
91	89	0	0	-	-	sweet / makea	Kildin Saami	108	njāl’kes’		2	b	U		verbal adjective from *näxli- > nälkä	Aikio 2002, Mikko			WOLD		
91	89	0	0	-	-	sweet / makea	Standard Finnish	203	makea		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			-		
91	89	0	0	-	-	sweet / makea	Karelian Proper	204	makie		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			KKSV		
91	89	0	0	-	-	sweet / makea	Veps	207	maged		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			VVS		
91	89	0	0	-	-	sweet / makea	Ingrian	208	mak̆kīa		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			InkmSk		
91	89	0	0	-	-	sweet / makea	Western Votic	209	makka, makuz		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			VKJMS		
91	89	0	0	-	-	sweet / makea	Standard Estonian	210	magus		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			SVSk		
91	89	0	0	-	-	sweet / makea	Võro South Estonian	211	makõ		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			VESr		
91	89	0	0	-	-	sweet / makea	Courland Livonian	212	maʾgdi		1	a	Germanic	clear	Ger *smakja-, cf. Sw "smaka" 'taste'	SSA, NES, EES, LÄGLOS			LivWb		
91	89	0	0	-	-	sweet / makea	Erzya	301	lambamo		3	c	Mordvinic  / PFV		Vershinin :Descriptive origin? 	Vershinin 2004b, Cygnakin & Mosin 2015			MordWb		
91	89	0	0	-	-	sweet / makea	Meadow Mari	401	tamle		5	e	Tatar	clear		Räsänen 1923			SMSk, TscherWb		
91	89	0	0	-	-	sweet / makea	Komi-Zyrian	501	jumov		6	f	PFP		Deriv. from "jum" 'a type of sweet batter'; cogn. with Fin (dial.) "imelä" 'sweet'	Csúcs2005			SyrjWsch		
91	89	0	0	-	-	sweet / makea	Komi-Permyak	503	će̮ski̮t		7	g	Permic			KESK			KoPRSl		
91	89	0	0	-	-	sweet / makea	Udmurt	504	ćeski̮t		7	g	Permic			KESK			WotjWsch		
91	89	0	0	-	-	sweet / makea	Hungarian	601	édes		8	h	U / Hungarian		Derived from íz 'taste', U origin	Zaizc2006, Tesz			FMSz		
91	89	0	0	-	-	sweet / makea	Sosva Mansi	701	atəŋ		9	i							WogWb		
91	89	0	0	-	-	sweet / makea	Vakh-Vasyugan Khanty	807	ewəstɜ, ewǝstǝki		10	j							DEWbOstj		
91	89	0	0	-	-	sweet / makea	Tundra Nenets	902	[No equivalent]		0	0						No simple word in common use; "yibcyə°, yibcyika" 'strong taste' usually used for sweet things	JurSWb		
91	89	0	0	-	-	sweet / makea	Selkup	907	ńūńi		11	k							SölkWb		
92	91	1	1	-	1	bird / lintu	Proto-Uralic*	0	[Not reconstructable]		?	?						PFU: *lunta?	UEW, Sam88		
92	91	1	1	-	1	bird / lintu	South Saami	101	ledtie		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			NSsNdb		
92	91	1	1	-	1	bird / lintu	Ume Saami	102	lådˈdee		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			WbWlap		
92	91	1	1	-	1	bird / lintu	Pite Saami	104	lådde		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.					
92	91	1	1	-	1	bird / lintu	North Saami	105	loddi		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			SSSg		
92	91	1	1	-	1	bird / lintu	Inari Saami	106	lodde		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			InsSSk		
92	91	1	1	-	1	bird / lintu	Skolt Saami	107	låʹdd		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			SKosSk		
92	91	1	1	-	1	bird / lintu	Kildin Saami	108	loann’t		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			WOLD		
92	91	1	1	-	1	bird / lintu	Standard Finnish	203	lintu		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			-		
92	91	1	1	-	1	bird / lintu	Karelian Proper	204	lintu		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			KKSV		
92	91	1	1	-	1	bird / lintu	Veps	207	lind		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			VVS		
92	91	1	1	-	1	bird / lintu	Ingrian	208	linᴅu		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			InkmSk		
92	91	1	1	-	1	bird / lintu	Western Votic	209	lintu		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			VKJMS		
92	91	1	1	-	1	bird / lintu	Standard Estonian	210	lind		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			SVSk		
92	91	1	1	-	1	bird / lintu	Võro South Estonian	211	tsirk		10	j	Finnic		Onomatopoetic	EES			VESr		
92	91	1	1	-	1	bird / lintu	Courland Livonian	212	lind		1	a	FU		*lunta Finnic forms exhibit unexpected vocalism	SSA, NES, UEW, Sammallahti 1998.			LivWb		
92	91	1	1	-	1	bird / lintu	Erzya	301	narmuń		2	b	Mordvinic		Descriptive origin? Compare närhi Cygnakin & Mosin 2015 unclear statement	Vershinin 2005			MordWb		
92	91	1	1	-	1	bird / lintu	Meadow Mari	401	kajə̑k		3	c	Volga Bulgar Turkic	clear		Moisio&Saarinen2008	Also 'wild animal, wild (a.)'		SMSk, TscherWb		
92	91	1	1	-	1	bird / lintu	Komi-Zyrian	501	kitsa		4	d	Russian	clear	From Rus "ptica"				SyrjWsch		
92	91	1	1	-	1	bird / lintu	Komi-Zyrian	501	lebać		5	e						Deriv. from "lebalni̮"	SyrjWsch		
92	91	1	1	-	1	bird / lintu	Komi-Permyak	503	kaj		3	l	Chuvash	clear					KoPRSl		
92	91	1	1	-	1	bird / lintu	Udmurt	504	ti̮loburdo		9	i			First part from "ti̮li̮" 'feather'   'feathered-winged'				WotjWsch		
92	91	1	1	-	1	bird / lintu	Hungarian	601	madár		6	f	Unknown origin			 Zaizc2006, Tesz			FMSz		
92	91	1	1	-	1	bird / lintu	Sosva Mansi	701	towəl-ūj		7	g	FU		"Ūj" from PFU *wajV 'wild, shy'	DEWOS	Comp.; lit. "feather-animal"		WogWb		
92	91	1	1	-	1	bird / lintu	Vakh-Vasyugan Khanty	807	wajəɣ		7	g	FU		From PFU *wajV 'wild, shy'	DEWOS	'Animal, elk, bear, bird'; no other general word for bird?		DEWbOstj		
92	91	1	1	-	1	bird / lintu	Tundra Nenets	902	tyírtya sarmyik°		11	k					Lit. 'flying animal'		JurSWb		
92	91	1	1	-	1	bird / lintu	Tundra Nenets	902	(tyírtya) sarmyik°, (nuw°h sarmyik°)		8	h	U		"Sarmyik°" from PU *śurmi̮ 'wild animal'		Lit. "(flying) animal, (sky animal)"		JurSWb		
92	91	1	1	-	1	bird / lintu	Selkup	907	tilčəti sūrəm		11	k					Lit. 'flying animal'		SölkWb		
92	91	1	1	-	1	bird / lintu	Selkup	907	(tilčəti) sūrəm		8	h	U		"Sūrəm" from PU *śurmi̮ 'wild animal'		Lit. "(flying) animal"		SölkWb		
93	91	0	1	-	-	rope / köysi	Proto-Uralic*	0	*piksV		8	h							UEW, Sam88		
93	91	0	1	-	-	rope / köysi	South Saami	101	rïejhpe		16	p	Scandinavian	clear		Lagercrantz 1939			NSsNdb		
93	91	0	1	-	-	rope / köysi	Ume Saami	102	gadhgas		6	f					'Rope made of sinew'		WbWlap		
93	91	0	1	-	-	rope / köysi	Pite Saami	104	*kewδi		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW					
93	91	0	1	-	-	rope / köysi	North Saami	105	báddi		5	e	Scandinavian	clear	Cf. Sw "band"	SSA			SSSg	ca 1 CE	ca 600 CE
93	91	0	1	-	-	rope / köysi	Inari Saami	106	kiev'đa		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW			InsSSk		
93	91	0	1	-	-	rope / köysi	Skolt Saami	107	trooss		7	g	Russian	clear	тростить	Itkonen 1958			SKosSk		
93	91	0	1	-	-	rope / köysi	Kildin Saami	108	nurr’		2	b	Germanic	clear	Cf. North Ger “snœri”	WOLD			WOLD		
93	91	0	1	-	-	rope / köysi	Standard Finnish	203	köysi		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			-		
93	91	0	1	-	-	rope / köysi	Karelian Proper	204	nuora		2	r	Germanic	clear	SSA: Scand	SSA			KKSV		
93	91	0	1	-	-	rope / köysi	Veps	207	konat		3	c	Russian	clear	Cf. Rus "kanat"; form from village of Kaleg				VVS		
93	91	0	1	-	-	rope / köysi	Ingrian	208	köüz		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			InkmSk		
93	91	0	1	-	-	rope / köysi	Western Votic	209	tšöüsi		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			VKJMS		
93	91	0	1	-	-	rope / köysi	Western Votic	209	trossi		7	q	Russian	clear	What about low german trosse?  (borrowed into estonian) 				VKJMS		
93	91	0	1	-	-	rope / köysi	Standard Estonian	210	köis		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			SVSk		
93	91	0	1	-	-	rope / köysi	Võro South Estonian	211	köüds'		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			VESr		
93	91	0	1	-	-	rope / köysi	Courland Livonian	212	ki̯eùž		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			LivWb		
93	91	0	1	-	-	rope / köysi	Courland Livonian	212	līn		4	d			What about liina < ger ?? (fin) or lina < balt/rus (est)				LivWb		
93	91	0	1	-	-	rope / köysi	Erzya	301	piks		8	h							MordWb		
93	91	0	1	-	-	rope / köysi	Meadow Mari	401	kerem		9	i	Tatar	clear					SMSk, TscherWb		
93	91	0	1	-	-	rope / köysi	Komi-Zyrian	501	gez		10	j	Permic			KESK			SyrjWsch		
93	91	0	1	-	-	rope / köysi	Komi-Permyak	503	gez		10	j	Permic			KESK		Stem "gezj-"	KoPRSl		
93	91	0	1	-	-	rope / köysi	Udmurt	504	gozi̮		10	j	Permic			KESK			WotjWsch		
93	91	0	1	-	-	rope / köysi	Hungarian	601	kötél		11	k	FU / Hungarian		Deriv. From köt 'to tie' < FU	 Zaizc2006, Tesz, UEW			FMSz		
93	91	0	1	-	-	rope / köysi	Sosva Mansi	701	kwāliɣ		1	a	FU		*kewδi Unclarity in Saamic equivalents and from Mari 	SSA, NES, UEW, EES			WogWb		
93	91	0	1	-	-	rope / köysi	Vakh-Vasyugan Khanty	807	čoṇčəɣ		12	l	FU		Unclear FU, DEWOS refers to Collinder	DEWOS			DEWbOstj		
93	91	0	1	-	-	rope / köysi	Vakh-Vasyugan Khanty	807	irkän		14	n							DEWbOstj		
93	91	0	1	-	-	rope / köysi	Tundra Nenets	902	xurko		15	o			From PU *kuri̮- 'bind, rope (v.)'		'Rope, string'		JurSWb		
93	91	0	1	-	-	rope / köysi	Selkup	907	čēmčə		13	m							SölkWb		
94	91	0	1	-	-	salt / suola	Proto-Uralic*	0	[Not reconstructable]		?	?							UEW, Sam88		
94	91	0	1	-	-	salt / suola	South Saami	101	saelhtie		1	a	Scandinavian	clear		Itkonen 1958.			NSsNdb	ca 1 CE	 ca 600 CE
94	91	0	1	-	-	salt / suola	Ume Saami	102	sàlltee		1	a	Scandinavian	clear		Itkonen 1958.			WbWlap	ca 1 CE	ca 600 CE
94	91	0	1	-	-	salt / suola	Pite Saami	104	sállte		1	a	Scandinavian	clear		Itkonen 1958.				ca 1 CE	ca 600 CE
94	91	0	1	-	-	salt / suola	North Saami	105	sálti		1	a	Scandinavian	clear		Itkonen 1958.			SSSg	ca 1 CE	ca 600 CE
94	91	0	1	-	-	salt / suola	Inari Saami	106	sältti		1	a	Scandinavian	clear		Itkonen 1958.			InsSSk	ca 1 CE	ca 600 CE
94	91	0	1	-	-	salt / suola	Skolt Saami	107	säʹltt		1	a	Scandinavian	clear		Itkonen 1958.			SKosSk	ca 1 CE	ca 600 CE
94	91	0	1	-	-	salt / suola	Kildin Saami	108	sūll’		1	e	Russian	clear	Cf. Rus “sol’”	WOLD			WOLD		
94	91	0	1	-	-	salt / suola	Standard Finnish	203	suola		1	f	Indo-European	probable	Equivalents in other Uralic languages possibly separate IE loans. No clear IE loansource has been found. Possible Wanderwort. Balt origin more or less rejected. Van Linde 2007: can't distinct donor language. Junttila 2015: balt origin rejected	SSA, NES, UEW, Junttila 2015, Van Linde 2007.			-		ca 1 BCE
94	91	0	1	-	-	salt / suola	Karelian Proper	204	suola		1	f	Indo-European	probable	Equivalents in other Uralic languages possibly separate IE loans. No clear IE loansource has been found. Possible Wanderwort. Balt origin more or less rejected. Van Linde 2007: can't distinct donor language. Junttila 2015: balt origin rejected	SSA, NES, UEW, Junttila 2015, Van Linde 2007.			KKSV		ca 1 BCE
94	91	0	1	-	-	salt / suola	Veps	207	sol		1	f	Indo-European	probable	Equivalents in other Uralic languages possibly separate IE loans. No clear IE loansource has been found. Possible Wanderwort. Balt origin more or less rejected. Van Linde 2007: can't distinct donor language. Junttila 2015: balt origin rejected	SSA, NES, UEW, Junttila 2015, Van Linde 2007.			VVS		ca 1 BCE
94	91	0	1	-	-	salt / suola	Ingrian	208	sōla		1	f	Indo-European	probable	Equivalents in other Uralic languages possibly separate IE loans. No clear IE loansource has been found. Possible Wanderwort. Balt origin more or less rejected. Van Linde 2007: can't distinct donor language. Junttila 2015: balt origin rejected	SSA, NES, UEW, Junttila 2015, Van Linde 2007.			InkmSk		ca 1 BCE
94	91	0	1	-	-	salt / suola	Western Votic	209	sōл		1	f	Indo-European	probable	Equivalents in other Uralic languages possibly separate IE loans. No clear IE loansource has been found. Possible Wanderwort. Balt origin more or less rejected. Van Linde 2007: can't distinct donor language. Junttila 2015: balt origin rejected	SSA, NES, UEW, Junttila 2015, Van Linde 2007.			VKJMS		ca 1 BCE
94	91	0	1	-	-	salt / suola	Standard Estonian	210	sool		1	f	Indo-European	probable	Equivalents in other Uralic languages possibly separate IE loans. No clear IE loansource has been found. Possible Wanderwort. Balt origin more or less rejected. Van Linde 2007: can't distinct donor language. Junttila 2015: balt origin rejected	SSA, NES, UEW, Junttila 2015, Van Linde 2007.			SVSk		ca 1 BCE
