mng_item	LJ_rank	Swadesh100	Swadesh200	ura100	ura149	concept	language	lgid3	item	item_IPA	form_set	cogn_set	borr_source	borr_qual	ETYm_notes	ref_borr	glossing_notes	general_notes	ref_abbr	age_term_pq (BCE/CE)	age_term_aq (BCE/CE)
60	59	1	0	1	1	knee / polvi	Selkup	907	pūlə		1	a			*polwe	SSA, NES, UEW, EES			S�lkWb		
61	59	1	1	-	-	sand / hiekka	Erzya	301	pesok		7	g	Russian	clear					MordWb		
61	59	1	1	-	-	sand / hiekka	Komi-Permyak	503	pese̮k		7	q	Russian	clear					KoPRSl		
61	59	1	1	-	-	sand / hiekka	South Saami	101	saedtie		5	e	Scandinavian	clear		SSA			NSsNdb	ca 1 CE	ca 600 CE
61	59	1	1	-	-	sand / hiekka	Ume Saami	102	sàddee		5	e	Scandinavian	clear		SSA			WbWlap	ca 1 CE	ca 600 CE
61	59	1	1	-	-	sand / hiekka	Pite Saami	104	sádde		5	e	Scandinavian	clear		SSA				ca 1 CE	ca 600 CE
61	59	1	1	-	-	sand / hiekka	North Saami	105	sáttu		5	e	Scandinavian	clear		SSA			SSSg	ca 1 CE	ca 600 CE
61	59	1	1	-	-	sand / hiekka	Hungarian	601	homok		9	i	West Old Turkic	clear	< WOT*kumak�, *qumaq Hung (and Mong) preserved an earlier form than OT	WOT1, Tesz			FMSz		
61	59	1	1	-	-	sand / hiekka	Veps	207	lʹete		2	b	Finnic	possible	ks lieto, liete ?	SSA			VVS		
61	59	1	1	-	-	sand / hiekka	Karelian Proper	204	hiekka		1	a	Finnish	possible		SSA			KKSV		
61	59	1	1	-	-	sand / hiekka	Ingrian	208	līva		3	c	Germanic	possible	Baltic origin proposed by SSA and EES	Junttila2012.			InkmSk		
61	59	1	1	-	-	sand / hiekka	Western Votic	209	līv		3	c	Germanic	possible	Baltic origin proposed by SSA and EES	Junttila2012.			VKJMS		
61	59	1	1	-	-	sand / hiekka	Standard Estonian	210	liiv		3	c	Germanic	possible	Baltic origin proposed by SSA and EES	Junttila2012.			SVSk		
61	59	1	1	-	-	sand / hiekka	V�ro South Estonian	211	liiv		3	c	Germanic	possible	Baltic origin proposed by SSA and EES	Junttila2012.			VESr		
61	59	1	1	-	-	sand / hiekka	Sosva Mansi	701	χis		12	l	Khanty	probable					WogWb		
61	59	1	1	-	-	sand / hiekka	Proto-Uralic*	0	[Not reconstructable]		?	?							UEW, Sam88		
61	59	1	1	-	-	sand / hiekka	Inari Saami	106	čunoi		16	p							InsSSk		
61	59	1	1	-	-	sand / hiekka	Skolt Saami	107	vuõddâs		6	f							SKosSk		
61	59	1	1	-	-	sand / hiekka	Kildin Saami	108	vūntas		6	f							WOLD		
61	59	1	1	-	-	sand / hiekka	Standard Finnish	203	hiekka		1	a			Eastern Finnish. Possibly Formed in an unclear way from western finnish dialcets hieta by changing derivative suffix. Can possibly be a contamination of hieta and hiukka. No equivalents in other languages.	SSA, NES			-		
61	59	1	1	-	-	sand / hiekka	Courland Livonian	212	je̮ùgə		4	d			possibly Finnic. Unclear connections hiukka, hiuke	SSA, Kettunen 1936			LivWb		
61	59	1	1	-	-	sand / hiekka	Meadow Mari	401	ošma		8	h				Vershinin 2017			SMSk, TscherWb		
61	59	1	1	-	-	sand / hiekka	Komi-Zyrian	501	li̮a		19	s			Cognacy with Finnic *l?va improbable  Collinder and KESK connect to finnic liiva and Khanty				SyrjWsch		
61	59	1	1	-	-	sand / hiekka	Udmurt	504	luo		19	s			Cognacy with Finnic *l?va improbable  Collinder and KESK connect to finnic liiva and Khanty				WotjWsch		
61	59	1	1	-	-	sand / hiekka	Sosva Mansi	701	sēj		11	k							WogWb		
61	59	1	1	-	-	sand / hiekka	Vakh-Vasyugan Khanty	807	săŋki̮		13	m							DEWbOstj		
61	59	1	1	-	-	sand / hiekka	Tundra Nenets	902	təb°		14	n							JurSWb		
61	59	1	1	-	-	sand / hiekka	Selkup	907	kōra		15	o							S�lkWb		
62	61	1	1	1	1	hear / kuulla	Proto-Uralic*	0	[Not reconstructable]		1	a						PFU: *kuli?- (?*kVwli?-)	UEW, Sam88		
62	61	1	1	1	1	hear / kuulla	South Saami	101	govledh		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			NSsNdb		
62	61	1	1	1	1	hear / kuulla	Ume Saami	102	gùllat		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			WbWlap		
62	61	1	1	1	1	hear / kuulla	Pite Saami	104	gullat		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES					
62	61	1	1	1	1	hear / kuulla	North Saami	105	gullat		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			SSSg		
62	61	1	1	1	1	hear / kuulla	Inari Saami	106	kuullađ		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			InsSSk		
62	61	1	1	1	1	hear / kuulla	Skolt Saami	107	kuullâd		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			SKosSk		
62	61	1	1	1	1	hear / kuulla	Kildin Saami	108	kulle		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			WOLD		
62	61	1	1	1	1	hear / kuulla	Standard Finnish	203	kuulla		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			-		
62	61	1	1	1	1	hear / kuulla	Karelian Proper	204	kuulla		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			KKSV		
62	61	1	1	1	1	hear / kuulla	Veps	207	kulda ~ kūda		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			VVS		
62	61	1	1	1	1	hear / kuulla	Ingrian	208	kūlla		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			InkmSk		
62	61	1	1	1	1	hear / kuulla	Western Votic	209	kūлe̮ma		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			VKJMS		
62	61	1	1	1	1	hear / kuulla	Standard Estonian	210	kuulda		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			SVSk		
62	61	1	1	1	1	hear / kuulla	V�ro South Estonian	211	kuuldma		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			VESr		
62	61	1	1	1	1	hear / kuulla	Courland Livonian	212	kūlə		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			LivWb		
62	61	1	1	1	1	hear / kuulla	Erzya	301	kulʹems		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			MordWb		
62	61	1	1	1	1	hear / kuulla	Erzya	301	maŕams		4	d			Iranian origins proposed, connected to verb �die�?				MordWb		
62	61	1	1	1	1	hear / kuulla	Meadow Mari	401	kolam		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			SMSk, TscherWb		
62	61	1	1	1	1	hear / kuulla	Komi-Zyrian	501	ki̮vni̮		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			SyrjWsch		
62	61	1	1	1	1	hear / kuulla	Komi-Permyak	503	ki̮vni̮		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			KoPRSl		
62	61	1	1	1	1	hear / kuulla	Udmurt	504	ki̮li̮ni̮		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			WotjWsch		
62	61	1	1	1	1	hear / kuulla	Hungarian	601	hall		5	e			From PFU *kunti?-li?- 'listen' (through intermediate �hadl�, attested)	Zaizc2006, Tesz, UEW			FMSz		
62	61	1	1	1	1	hear / kuulla	Sosva Mansi	701	χūli		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			WogWb		
62	61	1	1	1	1	hear / kuulla	Vakh-Vasyugan Khanty	807	kɔl		1	a			*kule / *k?le Uncertain euilvalents on Samoyedic languages and Hungarian	SSA, NES, UEW, EES			DEWbOstj		
62	61	1	1	1	1	hear / kuulla	Tundra Nenets	902	nəmtə°		2	b							JurSWb		
62	61	1	1	1	1	hear / kuulla	Selkup	907	üntə-		3	c							S�lkWb		
63	61	0	1	1	1	laugh / nauraa	Proto-Uralic*	0	[Not reconstructable]		?	?							UEW, Sam88		
63	61	0	1	1	1	laugh / nauraa	South Saami	101	föörhkedidh		10	j							NSsNdb		
63	61	0	1	1	1	laugh / nauraa	Ume Saami	102	tjaimadiht		3	c							WbWlap		
63	61	0	1	1	1	laugh / nauraa	Pite Saami	104	tjájbmat, tjájmadit		3	c					'Smile, laugh'				
63	61	0	1	1	1	laugh / nauraa	North Saami	105	boagustit		2	b							SSSg		
63	61	0	1	1	1	laugh / nauraa	North Saami	105	čaibmat		3	c							SSSg		
63	61	0	1	1	1	laugh / nauraa	Inari Saami	106	poav'vustiđ, povustiđ, povvastiđ		2	b							InsSSk		
63	61	0	1	1	1	laugh / nauraa	Skolt Saami	107	påǥsted ~ pååǥǥsted		2	b							SKosSk		
63	61	0	1	1	1	laugh / nauraa	Kildin Saami	108	sījjne		13	m							WOLD		
63	61	0	1	1	1	laugh / nauraa	Standard Finnish	203	nauraa		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			-		
63	61	0	1	1	1	laugh / nauraa	Karelian Proper	204	nakroa		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			KKSV		
63	61	0	1	1	1	laugh / nauraa	Veps	207	nagrda		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			VVS		
63	61	0	1	1	1	laugh / nauraa	Ingrian	208	nagrā		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			InkmSk		
63	61	0	1	1	1	laugh / nauraa	Western Votic	209	nagre̮ma		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			VKJMS		
63	61	0	1	1	1	laugh / nauraa	Standard Estonian	210	naerda		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			SVSk		
63	61	0	1	1	1	laugh / nauraa	V�ro South Estonian	211	naarma ~ naardma		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			VESr		
63	61	0	1	1	1	laugh / nauraa	Courland Livonian	212	naʾgrə		1	a			Onomatopoetic. Equivalents in Baltic-Finnic. Similar in other FU languages.	SSA, NES, EES			LivWb		
63	61	0	1	1	1	laugh / nauraa	Erzya	301	pejdʹems		4	d							MordWb		
63	61	0	1	1	1	laugh / nauraa	Erzya	301	rakams		11	k			Onomatopoetic Cygnakin & Mosin connect to Finnic, but e.g. EES supports onomatopoetic origin for Estonian parallel	Vershinin 2009			MordWb		
63	61	0	1	1	1	laugh / nauraa	Meadow Mari	401	βoštə̑lam		5	e							SMSk, TscherWb		
63	61	0	1	1	1	laugh / nauraa	Komi-Zyrian	501	śeravni̮		6	f				Cs�cs2005			SyrjWsch		
63	61	0	1	1	1	laugh / nauraa	Komi-Permyak	503	seravni̮		6	f				Cs�cs2005			KoPRSl		
63	61	0	1	1	1	laugh / nauraa	Udmurt	504	śerekjani̮		6	f				Cs�cs2005			WotjWsch		
63	61	0	1	1	1	laugh / nauraa	Hungarian	601	nevet		7	g			*m??k?- (m????-)  In Medieval Hu with initial m-	Zaizc2006, Tesz			FMSz		
63	61	0	1	1	1	laugh / nauraa	Sosva Mansi	701	muwali		7	g			*m??k?- (m????-)  In Medieval Hu with initial m-	Zaizc2006, Tesz			WogWb		
63	61	0	1	1	1	laugh / nauraa	Vakh-Vasyugan Khanty	807	ḷi̮səɣ-		8	h							DEWbOstj		
63	61	0	1	1	1	laugh / nauraa	Tundra Nenets	902	pyisyəncy°		9	i							JurSWb		
63	61	0	1	1	1	laugh / nauraa	Selkup	907	pisəj-		9	i							S�lkWb		
64	63	1	1	1	1	earth, soil / maa	South Saami	101	jåarta		9	i	Scandinavian	clear		Lagercrantz 1939			NSsNdb	ca 500 CE	
64	63	1	1	1	1	earth, soil / maa	Erzya	301	moda		3	c	Germanic	possible	"From FV *mu?a 'mud', cf. Fin ""muta"" 'id.' Doubted:  Usually no Ger loans in Mordvin but wide  distribution possible? Van Linde 2007: Most likely borrowed during PFV period"	Koivulehto 1981			MordWb		
64	63	1	1	1	1	earth, soil / maa	Proto-Uralic*	0	*maɣi̮		1	a	Indo-Iranian	possible					UEW, Sam88		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	South Saami	101	eatneme		2	b							NSsNdb		
64	63	1	1	1	1	earth, soil / maa	Ume Saami	102	eädˈnama		2	b			From *en� 'big'	Koivulehto 2009.			WbWlap		
64	63	1	1	1	1	earth, soil / maa	Pite Saami	104	ednam		2	b			From *en� 'big'	Koivulehto 2009.					
64	63	1	1	1	1	earth, soil / maa	North Saami	105	eana		2	b			From *en� 'big'	Koivulehto 2009.			SSSg		
64	63	1	1	1	1	earth, soil / maa	Inari Saami	106	eennam		2	b			From *en� 'big'	Koivulehto 2009.			InsSSk		
64	63	1	1	1	1	earth, soil / maa	Skolt Saami	107	jânnam		2	b			From *en� 'big'	Koivulehto 2009.			SKosSk		
64	63	1	1	1	1	earth, soil / maa	Kildin Saami	108	lavv’n		8	h							WOLD		
64	63	1	1	1	1	earth, soil / maa	Standard Finnish	203	maa		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			-		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Karelian Proper	204	moa		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			KKSV		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Veps	207	ma		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			VVS		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Ingrian	208	mā		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			InkmSk		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Western Votic	209	mā		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			VKJMS		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Standard Estonian	210	maa		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			SVSk		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	V�ro South Estonian	211	maa		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			VESr		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Courland Livonian	212	mɔ̄		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	SSA, NES, UEW, EES, Koivulehto 2016, Holopainen 2019,  Mikko			LivWb		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Meadow Mari	401	mlande		1	a			"From ""m??-lande""; first part probably from PU *ma?i?; latter part from PFP *li?nti? 'pasture'"				SMSk, TscherWb		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Komi-Zyrian	501	mu		1	a			Koivulehto : indo-ir, muualla U	SSA, NES, UEW, EES, Koivulehto 2016 Mikko			SyrjWsch		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Komi-Permyak	503	mu		1	a			Koivulehto : indo-ir, muualla U  Cs�cs: PU	SSA, NES, UEW, EES, Koivulehto 2016 Mikko			KoPRSl		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Udmurt	504	mu, muz		1	a			Koivulehto : indo-ir, muualla U	SSA, NES, UEW, EES, Koivulehto 2016 Mikko		Latter deriv.	WotjWsch		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Hungarian	601	föld		4	d			Possibly derived from f�l 'upper part' (< PU *pi?e (pi?e-ka?))  'tall, long ', but this is semantically problematic. Earth is not up	Zaizc2006, Tesz			FMSz		
64	63	1	1	1	1	earth, soil / maa	Sosva Mansi	701	mā		1	a							WogWb		
64	63	1	1	1	1	earth, soil / maa	Vakh-Vasyugan Khanty	807	məɣ		1	a			Koivulehto : indo-ir, U in other literature, Holopainen 2019 rejects II etymology	UEW			DEWbOstj		ca 600 BCE
64	63	1	1	1	1	earth, soil / maa	Tundra Nenets	902	ya		5	e				Janhunen 1977			JurSWb		
64	63	1	1	1	1	earth, soil / maa	Selkup	907	čuə̑ččə		7	g							S�lkWb		
65	64	0	1	-	-	left / vasen	Meadow Mari	401	šola		6	f	Chuvash	clear		R�s�nen 1920			SMSk, TscherWb		
65	64	0	1	-	-	left / vasen	South Saami	101	gårroeh		3	c	Finnic	clear					NSsNdb		
65	64	0	1	-	-	left / vasen	Ume Saami	102	gårroo		3	c	Finnic	clear					WbWlap		
65	64	0	1	-	-	left / vasen	Pite Saami	104	gåro		3	c	Finnic	clear							
65	64	0	1	-	-	left / vasen	North Saami	105	gurut		3	c	Finnic	clear	kura	Aikio 2006			SSSg		
65	64	0	1	-	-	left / vasen	Komi-Zyrian	501	šujga		7	g	Russian	possible		Mikko			SyrjWsch		
65	64	0	1	-	-	left / vasen	Komi-Permyak	503	šulʹga		7	g	Russian	possible		Mikko			KoPRSl		
65	64	0	1	-	-	left / vasen	Erzya	301	kerš		5	e	Baltic	probable	PreMr < *ker�i < (proto) Baltic *krei�as	Gr�nthal 2012			MordWb		
65	64	0	1	-	-	left / vasen	Proto-Uralic*	0	*wasa ?		1	a						Only found in Finnic and Sd; connection uncertain	UEW, Sam88		
65	64	0	1	-	-	left / vasen	Inari Saami	106	čižet		4	d							InsSSk		
65	64	0	1	-	-	left / vasen	Skolt Saami	107	čiʹǯǯ- ~ čiʹǯs-		4	d							SKosSk		
65	64	0	1	-	-	left / vasen	Kildin Saami	108	činč		4	d							WOLD		
65	64	0	1	-	-	left / vasen	Standard Finnish	203	vasen		1	a			Deriv. Possibly from PU, equivalents in Samoyedic but nothing between Finnic and Samoyedic *wasa	SSA, NES, UEW			-		
65	64	0	1	-	-	left / vasen	Karelian Proper	204	vasen		1	a			Deriv. Possibly from PU, equivalents in Samoyedic but nothing between Finnic and Samoyedic *wasa	SSA, NES, UEW			KKSV		
65	64	0	1	-	-	left / vasen	Karelian Proper	204	hura		2	b			Not cognate with Finnic �kura�				KKSV		
65	64	0	1	-	-	left / vasen	Veps	207	hura		2	b			Not cognate with Finnic �kura�				VVS		
65	64	0	1	-	-	left / vasen	Ingrian	208	kura		3	c			Not cognate with Finnic �hura�				InkmSk		
65	64	0	1	-	-	left / vasen	Western Votic	209	kura		3	c			Not cognate with Finnic �hura�				VKJMS		
65	64	0	1	-	-	left / vasen	Western Votic	209	pahe̮p		13	m							VKJMS		
65	64	0	1	-	-	left / vasen	Standard Estonian	210	vasak		1	a			Deriv. Possibly from PU, equivalents in Samoyedic but nothing between Finnic and Samoyedic *wasa	SSA, NES, UEW			SVSk		
65	64	0	1	-	-	left / vasen	V�ro South Estonian	211	kura		3	c				EES			VESr		
65	64	0	1	-	-	left / vasen	Courland Livonian	212	kurà		3	c				EES			LivWb		
65	64	0	1	-	-	left / vasen	Udmurt	504	palʹlʹan		8	h			"Comp., earlier lit. 'left-side'; ending from Tatar ""jan"" 'side'"				WotjWsch		
65	64	0	1	-	-	left / vasen	Hungarian	601	bal		9	i			Uncertain PFU origin.  *pal?	Zaizc2006, Tesz			FMSz		
65	64	0	1	-	-	left / vasen	Sosva Mansi	701	wōrti-pal		10	j			"Comp; ""w?rti"" 'support', ""pal"" 'side' (cognacy according to modifier ""w?rti"")"				WogWb		
65	64	0	1	-	-	left / vasen	Vakh-Vasyugan Khanty	807	pəɣi		11	k							DEWbOstj		
65	64	0	1	-	-	left / vasen	Tundra Nenets	902	syata-nyaŋi°		12	l					Lit. 'on the side of one's face'		JurSWb		
65	64	0	1	-	-	left / vasen	Selkup	907	kuə̑ti, kuə̑tikä		1	a						Latter deriv.	S�lkWb		
66	64	1	1	-	-	red / punainen	South Saami	101	rööpses		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a			NSsNdb		ca 1 BCE
66	64	1	1	-	-	red / punainen	Ume Saami	102	ruapˈsada		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a			WbWlap		ca 1 BCE
66	64	1	1	-	-	red / punainen	Pite Saami	104	ruappsat/ruäppsat		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a					ca 1 BCE
66	64	1	1	-	-	red / punainen	North Saami	105	ruoksat		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a			SSSg		ca 1 BCE
66	64	1	1	-	-	red / punainen	Inari Saami	106	ruop'sad		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a			InsSSk		ca 1 BCE
66	64	1	1	-	-	red / punainen	Skolt Saami	107	ruõpssâd		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a			SKosSk		ca 1 BCE
66	64	1	1	-	-	red / punainen	Kildin Saami	108	rūppse		3	c	Germanic	clear	To pre-saami?	Koivulehto 1999a			WOLD		ca 1 BCE
66	64	1	1	-	-	red / punainen	Western Votic	209	kauniz		11	k	Germanic	clear	From common Finnic *kaunis 'beautiful'		SSA		VKJMS	ca 500 BCE	ca 600 CE
66	64	1	1	-	-	red / punainen	Karelian Proper	204	ruskie		2	b	Germanic	possible	"Cf. Fin ""ruskea"" 'brown' Balt origin rejected in Junttila 2015"	EES			KKSV		
66	64	1	1	-	-	red / punainen	Veps	207	rusked		2	b	Germanic	possible	"Cf. Fin ""ruskea"" 'brown' Balt origin rejected in Junttila 2015"	EES			VVS		
66	64	1	1	-	-	red / punainen	Proto-Uralic*	0	[Not reconstructable]		?	?							UEW, Sam88		
66	64	1	1	-	-	red / punainen	Standard Finnish	203	punainen		1	a			*pUna In Baltic Finnic meaning has changed from 'hair' to 'red'	SSA, NES, EES			-		
66	64	1	1	-	-	red / punainen	Ingrian	208	pun̆nain		1	a			*pUna In Baltic Finnic meaning has changed from 'hair' to 'red'	SSA, NES, EES	'Brown, red'		InkmSk		
66	64	1	1	-	-	red / punainen	Western Votic	209	puna		1	a			*pUna In Baltic Finnic meaning has changed from 'hair' to 'red'	SSA, NES, EES	Noun, 'redness'		VKJMS		
66	64	1	1	-	-	red / punainen	Standard Estonian	210	punane		1	a			*pUna In Baltic Finnic meaning has changed from 'hair' to 'red'	SSA, NES, EES			SVSk		
66	64	1	1	-	-	red / punainen	V�ro South Estonian	211	verrev		8	h			FU				VESr		
66	64	1	1	-	-	red / punainen	Courland Livonian	212	puʾnni		1	a			*pUna In Baltic Finnic meaning has changed from 'hair' to 'red'	SSA, NES, EES			LivWb		
66	64	1	1	-	-	red / punainen	Erzya	301	jakstʹeŕe		5	e			UEW proposes FU Mari has similar	Vershinin 2011			MordWb		
66	64	1	1	-	-	red / punainen	Meadow Mari	401	joškar, joškarɣe		5	e						Former attr.	SMSk, TscherWb		
66	64	1	1	-	-	red / punainen	Komi-Zyrian	501	ge̮rd		6	f				Cs�cs2005			SyrjWsch		
66	64	1	1	-	-	red / punainen	Komi-Permyak	503	ge̮rd		6	f				Cs�cs2005			KoPRSl		
66	64	1	1	-	-	red / punainen	Udmurt	504	gord		6	f				Cs�cs2005			WotjWsch		
66	64	1	1	-	-	red / punainen	Hungarian	601	piros		7	g			Deriv. From a non-independent onomatopetic stem. Semantic change from original meaning  'burn, roast' to color term 'red'	Zaizc2006, Tesz			FMSz		
66	64	1	1	-	-	red / punainen	Hungarian	601	vörös		8	h			Semantic change from blood to red FU intially	Zaizc2006, Tesz, UEW			FMSz		
66	64	1	1	-	-	red / punainen	Sosva Mansi	701	wiɣər		8	h			Semantic change from blood to red	Zaizc2006, Tesz, UEW			WogWb		
66	64	1	1	-	-	red / punainen	Sosva Mansi	701	nērp		9	i							WogWb		
66	64	1	1	-	-	red / punainen	Vakh-Vasyugan Khanty	807	wertǝ		8	h			Semantic change from blood to red	Zaizc2006, Tesz, UEW			DEWbOstj		
66	64	1	1	-	-	red / punainen	Tundra Nenets	902	nyar°ya°		10	j				Janhunen 1977	Verb, 'be red'		JurSWb		
66	64	1	1	-	-	red / punainen	Selkup	907	ńārqə		10	j				Janhunen 1978			S�lkWb		
67	66	1	1	-	1	liver / maksa	Western Votic	209	petšoŋk		4	d	Russian	clear					VKJMS		
67	66	1	1	-	1	liver / maksa	South Saami	101	librie		3	c	Scandinavian	clear		Lagercrantz 1939			NSsNdb	ca 300 CE	ca 600 CE
67	66	1	1	-	1	liver / maksa	Ume Saami	102	ribˈree		3	c	Scandinavian	clear	Assimil.: *l...r > �r...r�				WbWlap	ca 300 CE	ca 600 CE
67	66	1	1	-	1	liver / maksa	Pite Saami	104	ribbre		3	c	Scandinavian	clear	Assimil.: *l...r > �r...r�					ca 300 CE	ca 600 CE
67	66	1	1	-	1	liver / maksa	Proto-Uralic*	0	*maksa		1	a							UEW, Sam88		
67	66	1	1	-	1	liver / maksa	South Saami	101	mueksie		1	a				SSA, NES, UEW, EES			NSsNdb		
67	66	1	1	-	1	liver / maksa	Ume Saami	102	müeksee		1	a				SSA, NES, UEW, EES			WbWlap		
67	66	1	1	-	1	liver / maksa	North Saami	105	vuoivvas		2	b							SSSg		
67	66	1	1	-	1	liver / maksa	Inari Saami	106	vuoivas		2	b							InsSSk		
67	66	1	1	-	1	liver / maksa	Skolt Saami	107	vuõivâs		2	b							SKosSk		
67	66	1	1	-	1	liver / maksa	Kildin Saami	108	vūjvas		2	b							WOLD		
67	66	1	1	-	1	liver / maksa	Standard Finnish	203	maksa		1	a				SSA, NES, UEW, EES			-		
67	66	1	1	-	1	liver / maksa	Karelian Proper	204	maksa		1	a				SSA, NES, UEW, EES			KKSV		
67	66	1	1	-	1	liver / maksa	Veps	207	maks		1	a				SSA, NES, UEW, EES			VVS		
67	66	1	1	-	1	liver / maksa	Ingrian	208	maksa		1	a				SSA, NES, UEW, EES			InkmSk		
67	66	1	1	-	1	liver / maksa	Western Votic	209	mahs		1	a				SSA, NES, UEW, EES			VKJMS		
67	66	1	1	-	1	liver / maksa	Standard Estonian	210	maks		1	a				SSA, NES, UEW, EES			SVSk		
67	66	1	1	-	1	liver / maksa	V�ro South Estonian	211	mass		1	a				SSA, NES, UEW, EES			VESr		
67	66	1	1	-	1	liver / maksa	Courland Livonian	212	maksà		1	a				SSA, NES, UEW, EES			LivWb		
67	66	1	1	-	1	liver / maksa	Erzya	301	makso		1	a				SSA, NES, UEW, EES			MordWb		
67	66	1	1	-	1	liver / maksa	Meadow Mari	401	mokš		1	a				SSA, NES, UEW, EES			SMSk, TscherWb		
67	66	1	1	-	1	liver / maksa	Komi-Zyrian	501	mus		1	a				SSA, NES, UEW, EES			SyrjWsch		
